,subj_id,cond,subj_prior_a,subj_prior_b,subj_post_a,subj_post_b,subj_prior_belief,subj_prior_con,subj_post_belief,subj_post_con,age,gender,time,pol_orient,position,subj_a_diff,subj_b_diff
137,45,3,1.0089658151756773,0.9907862509400793,19.953079267631285,8.006649642451295,50.4949494949,1.0,73.262626262554,56.00000000000001,23,1,844292,1,1,18.944113452455607,7.015863391511216
138,46,1,12.911752108279773,13.148664990976593,6.738279704154452,2.9507499358026514,50.4949494949,50.0,70.282828282856,33.0,52,0,861323,2,0,-6.17347240412532,-10.197915055173942
139,46,2,12.911752108279773,13.148664990976593,24.369773376590285,11.135856708494503,48.5050505051,50.0,69.29292929295801,60.0,52,0,861323,2,0,11.458021268310512,-2.0128082824820908
140,46,3,12.911752108279773,13.148664990976593,7.845364194465526,3.584967744486479,48.5050505051,50.0,69.29292929295801,36.0,52,0,861323,2,0,-5.066387913814246,-9.563697246490115
141,47,1,2.0026414989563923,1.0358490511871488,1.8154225117353455,0.6348410010385716,67.323232323166,10.0,76.23232323224799,10.0,30,1,611655,5,1,-0.1872189872210468,-0.4010080501485772
142,47,2,2.0078466796264487,1.0811482121094003,1.8911777526150026,1.0183264821799944,66.333333333268,10.0,66.333333333268,9.0,30,1,611655,5,1,-0.11666892701144604,-0.06282172992940582
143,47,3,2.0078466796264487,1.0811482121094003,3.087965218536648,1.0798405978970704,66.333333333268,10.0,76.23232323224799,19.0,30,1,611655,5,1,1.0801185389101993,-0.0013076142123298329
144,48,1,21.556107869684006,32.95359019163351,55.6925341465873,27.65683668511707,38.616161616123996,67.0,68.31313131306399,78.0,25,1,1745107,6,1,34.13642627690329,-5.296753506516438
145,48,2,22.95450097256639,20.20780854853772,24.3772633340293,20.68994619110778,53.46464646459399,61.00000000000001,54.454545454492,62.0,25,1,1745107,6,1,1.4227623614629117,0.4821376425700592
146,48,3,71.37527963814333,46.68909269573588,60.26474694944147,36.510759100845526,61.383838383778,84.0,63.36363636357399,80.0,25,1,1745107,6,1,-11.11053268870186,-10.178333594890354
147,49,1,1.463938611650138,1.7892583031243317,2.985160130265529,1.7395537449724974,55.444444444389994,9.0,63.35353535357,17.0,24,0,2234895,2,0,1.521221518615391,-0.04970455815183428
148,49,2,1.823831811691197,2.0717312812374478,2.9046303585091513,1.2180707955024015,45.53535353540601,12.0,71.272727272754,17.0,24,0,2234895,2,0,1.0807985468179544,-0.8536604857350463
149,49,3,0.9539917878210288,1.5746611437489433,1.643818199427354,1.4471220046216502,35.63636363642601,6.0,52.46464646469201,8.0,24,0,2234895,2,0,0.6898264116063252,-0.1275391391272931
