,age,cond,gender,pol_orient,position,subj_id,subj_post_a,subj_post_b,subj_post_belief,subj_post_con,subj_prior_a,subj_prior_b,subj_prior_belief,subj_prior_con,time,subj_a_diff,subj_b_diff
0,35,1,1,2,1,0,40.48162304857743,6.1464244419745455,90.09090909081999,80.0,20.8841149658046,20.50782460609766,50.4949494949,60.0,424779,19.597508082772833,-14.361400164123115
1,35,2,1,2,1,0,20.220540230823246,3.070134380618148,90.09090909081999,65.0,1.7623922196189497,1.7306374048541875,50.4949494949,10.0,424779,18.458148011204297,1.3394969757639605
2,35,3,1,2,1,0,23.624682533116257,8.657492356886344,75.24242424235,60.0,1.7623922196189497,1.7306374048541875,50.4949494949,10.0,424779,21.862290313497308,6.926854952032157
3,40,1,1,1,0,1,33.60375842731576,5.930075016580484,87.111111111122,74.0,6.803233504268284,3.8117407577054796,34.656565656531996,33.0,630457,26.800524923047476,2.1183342588750045
4,40,2,1,1,0,1,24.157552437084128,2.2835497328576464,94.04040404040799,76.0,29.363729699881667,4.816273125373799,88.10101010102,72.0,630457,-5.206177262797539,-2.5327233925161527
5,40,3,1,1,0,1,18.986935942956425,35.26145246539751,32.666666666732,68.0,19.11518150542637,36.95601757705747,31.676767676834004,69.0,630457,-0.1282455624699459,-1.694565111659962
6,28,1,0,1,0,2,12.26049773234299,4.4929774298598275,74.24242424244801,46.0,12.911752108279773,13.148664990976593,50.4949494949,50.0,520596,-0.6512543759367819,-8.655687561116766
7,28,2,0,1,0,2,6.568362387031268,2.0845700988760107,77.212121212142,34.0,13.148664990999603,12.91175210825588,49.494949494998004,50.0,520596,-6.5803026039683346,-10.82718200937987
8,28,3,0,1,0,2,9.523419397416854,4.351761181595749,69.29292929295801,40.0,13.148664990999603,12.91175210825588,49.494949494998004,50.0,520596,-3.625245593582749,-8.55999092666013
9,62,1,1,6,1,3,30.674536226652382,14.016841057253451,70.29292929286,65.0,14.931809085563383,10.144511516169086,60.39393939388,50.0,923228,15.742727141088999,3.8723295410843654
10,62,2,1,6,1,3,18.728076838266684,6.863084058767534,75.24242424235,55.0,8.85631380034324,7.246074927568199,55.444444444389994,40.0,923228,9.871763037923444,-0.3829908688006656
11,62,3,1,6,1,3,43.96547303951278,12.598293444123836,80.19191919184,75.0,23.624682533116257,8.657492356886344,75.24242424235,60.0,923228,20.340790506396523,3.9408010872374923
12,39,1,0,7,1,4,42.34373476190789,20.177215893316017,69.303030302962,72.0,13.705174331891804,10.808145611351629,56.434343434287996,49.0,592174,28.638560430016085,9.369070281964389
13,39,2,0,7,1,4,43.19459575926427,10.493602359645628,83.16161616153398,76.0,8.729712790134483,6.392624326647725,58.41414141408399,39.0,592174,34.46488296912978,4.100978032997903
14,39,3,0,7,1,4,34.71742088200748,21.859116851686306,62.37373737367599,68.0,2.9363573342284974,4.488914085666143,38.616161616123996,25.0,592174,31.781063547778984,17.370202766020164
15,42,1,0,5,0,5,53.90969724004302,19.755727559993804,74.24242424244801,78.0,4.680427426024716,6.158457139493198,57.424242424186,32.0,602687,49.22926981401831,13.597270420500607
16,42,2,0,5,0,5,9.739854248221603,7.968971657622979,54.444444444488,42.0,3.4750580634846284,4.247293188694854,43.555555555610006,25.0,602687,6.264796184736975,3.7216784689281246
17,42,3,0,5,0,5,13.99168747673298,6.948252964627275,67.313131313162,48.0,4.192844229028691,3.558632496900842,53.454545454590004,25.0,602687,9.79884324770429,3.389620467726433
18,64,1,1,4,0,6,83.58583229907656,21.49349973402784,81.171717171734,90.0,12.911752108279773,13.148664990976593,50.4949494949,50.0,954224,70.67408019079679,8.344834743051246
19,64,2,1,4,0,6,44.35431130563856,22.941885158059204,66.32323232326401,73.0,12.911752108279773,13.148664990976593,48.5050505051,50.0,954224,31.44255919735879,9.79322016708261
20,64,3,1,4,0,6,40.23178707296999,17.617841397946076,70.282828282856,71.0,12.911752108279773,13.148664990976593,48.5050505051,50.0,954224,27.320034964690223,4.469176406969483
21,43,1,1,6,0,7,1.723249433905252,6.013788840746127,18.80808080816,33.0,12.911752108279773,13.148664990976593,50.4949494949,50.0,1216024,-11.18850267437452,-7.1348761502304665
22,43,2,1,6,0,7,7.6021749735550745,26.530039193315446,18.80808080816,63.99999999999999,13.148664990999603,12.91175210825588,49.494949494998004,50.0,1216024,-5.546490017444528,13.618287085059565
23,43,3,1,6,0,7,3.927265471507435,12.374591202626384,20.787878787956018,47.0,12.911752108279773,13.148664990976593,48.5050505051,50.0,1216024,-8.984486636772338,-0.7740737883502096
24,36,1,1,1,0,8,37.42425689648933,13.714479235344196,74.24242424244801,70.0,12.911752108279773,13.148664990976593,50.4949494949,50.0,1028401,24.51250478820956,0.5658142443676031
25,36,2,1,1,0,8,5.731538027229698,3.8939456826159717,59.39393939397801,29.999999999999996,1.7306374048541875,1.7623922196189497,48.5050505051,10.0,1028401,4.000900622375511,2.1315534629970223
26,36,3,1,1,0,8,5.188269510837572,3.524854858502781,59.39393939397801,28.0,4.569594133127894,5.383977245951926,44.545454545508,29.999999999999996,1028401,0.6186753777096783,-1.8591223874491454
27,28,1,1,1,1,9,2.6601719027452804,0.609313117391652,84.151515151432,20.0,1.0650891565177407,0.14900210998031072,91.08080808071799,13.0,765971,1.5950827462275396,0.46031100741134123
28,28,2,1,1,1,9,53.21852226786858,26.428245752144488,68.31313131306399,77.0,6.604554473101981,17.215150184006657,25.74747474745,53.0,765971,46.613967794766594,9.213095568137831
29,28,3,1,1,1,9,22.29809427824572,11.53349704050319,67.323232323166,58.0,21.267412916619907,11.451683878210149,66.333333333268,57.0,765971,1.0306813616258133,0.08181316229304159
30,56,1,1,3,0,10,47.098894910169584,31.998485854953614,59.39393939397801,75.0,22.13600772849313,48.44256763757365,70.29292929286,75.0,1220726,24.962887181676454,-16.44408178262004
31,56,2,1,3,0,10,55.223888539536375,15.82438911365253,79.191919191938,80.0,20.279564576103578,29.84969617374779,38.60606060612,65.0,1220726,34.944323963432794,-14.025307060095262
32,56,3,1,3,0,10,44.71268018718741,36.58310197127604,54.444444444488,75.0,18.437170002447147,22.53431889183432,43.555555555610006,60.0,1220726,26.275510184740263,14.048783079441716
33,38,1,0,4,1,11,18.025334658427422,21.237770538182147,45.545454545409996,58.99999999999999,9.612656637336869,8.158641347671788,54.454545454492,42.0,362761,8.412678021090553,13.07912919051036
34,38,2,0,4,1,11,9.937228016076393,8.748157997075634,53.46464646459399,43.0,12.974744518157442,11.846505864427069,52.474747474695995,49.0,362761,-3.037516502081049,-3.0983478673514355
35,38,3,0,4,1,11,11.173813440274957,7.882302504397441,59.404040403981995,44.0,12.37978565495606,8.41069407094339,60.39393939388,46.0,362761,-1.2059722146811023,-0.528391566545948
36,38,1,0,2,0,12,56.71705653876289,15.408680100111326,80.18181818183601,81.0,12.911752108279773,13.148664990976593,50.4949494949,50.0,867624,43.80530443048312,2.2600151091347325
37,38,2,0,2,0,12,9.124897184064722,4.719774405544606,66.32323232326401,39.0,12.911752108279773,13.148664990976593,48.5050505051,50.0,867624,-3.786854924215051,-8.428890585431986
38,38,3,0,2,0,12,32.95247939205513,10.457972501659274,77.212121212142,68.0,12.911752108279773,13.148664990976593,48.5050505051,50.0,867624,20.04072728377536,-2.6906924893173194
39,25,1,0,4,0,13,39.94471729102878,30.357985141134627,56.424242424284,72.0,3.250213302246448,7.112785632431346,70.29292929286,34.0,1056540,36.69450398878233,23.24519950870328
40,25,2,0,4,0,13,87.62462078881197,43.51426746649758,67.313131313162,88.0,30.564270755621564,17.810834037424176,63.35353535357,65.0,1056540,57.0603500331904,25.703433429073403
41,25,3,0,4,0,13,52.829382840702564,30.785467698496795,63.35353535357,77.0,4.2035093673033765,7.502466085927271,33.656565656629994,35.0,1056540,48.62587347339919,23.283001612569524
42,65,1,1,7,1,14,10.320564649504755,6.751046048939821,61.383838383778,42.0,2.49924379677921,0.9158719503756872,75.24242424235,15.0,2050224,7.821320852725545,5.835174098564133
