,age,cond,gender,pol_orient,position,subj_id,subj_post_a,subj_post_b,subj_post_belief,subj_post_con,subj_prior_a,subj_prior_b,subj_prior_belief,subj_prior_con,time,subj_a_diff,subj_b_diff
150,45,1,0,5,1,50,11.586798019903677,5.993171389621597,67.323232323166,44.0,1.7824496096887856,2.1001138965674744,45.545454545409996,12.0,805512,9.80434841021489,3.893057493054122
151,45,2,0,5,1,50,19.800974394117866,7.596600239278264,74.252525252452,56.00000000000001,1.7053412887887678,1.3448626423809111,56.434343434287996,8.0,805512,18.0956331053291,6.251737596897353
152,45,3,0,5,1,50,5.851231444843234,3.4097104103128593,64.353535353472,29.999999999999996,1.4359937468902524,1.3111247254240193,52.474747474695995,6.0,805512,4.415237697952981,2.09858568488884
153,55,1,0,2,1,51,97.73541646566999,77.07589753812655,56.434343434287996,92.0,8.987992510204917,2.311198074063282,82.17171717163599,42.0,716286,88.74742395546507,74.76469946406327
154,55,2,0,2,1,51,27.169963871059625,29.757579477878167,47.525252525206,67.0,17.534883359819382,23.07221494716667,42.575757575716,60.0,716286,9.635080511240243,6.685364530711496
155,55,3,0,2,1,51,66.28158395019925,38.6245201437379,64.353535353472,82.0,63.06017370722345,38.204338815418296,63.36363636357399,81.0,716286,3.2214102429758,0.4201813283196003
156,65,1,0,2,1,52,47.025298131787416,17.232873228478855,75.24242424235,75.0,2.5524913952619506,2.599326099766802,49.505050505001996,17.0,1090887,44.47280673652546,14.633547128712053
157,65,2,0,2,1,52,52.05232163640818,16.519599082277434,78.21212121204398,78.0,1.7623922196189497,1.7306374048541875,50.4949494949,10.0,1090887,50.28992941678923,14.788961677423247
158,65,3,0,2,1,52,24.485537184775865,8.562427113725448,76.23232323224799,61.00000000000001,1.7623922196189497,1.7306374048541875,50.4949494949,10.0,1090887,22.723144965156916,6.831789708871261
159,44,1,0,2,1,53,44.40865967126544,7.283960051949365,89.101010100922,81.0,1.0089658151756773,0.9907862509400793,50.4949494949,1.0,994972,43.39969385608976,6.293173801009286
160,44,2,0,2,1,53,18.838864464978347,12.798923186159309,60.39393939388,55.0,1.0089658151756773,0.9907862509400793,50.4949494949,1.0,994972,17.82989864980267,11.80813693521923
161,44,3,0,2,1,53,55.28385929500394,32.215774121629636,64.353535353472,78.0,1.0089658151756773,0.9907862509400793,50.4949494949,1.0,994972,54.274893479828265,31.224987870689557
162,25,1,0,1,1,54,40.48922628174415,20.942703249234782,67.323232323166,71.0,12.91175210825588,13.148664990999603,49.505050505001996,50.0,1298386,27.57747417348827,7.7940382582351795
163,25,2,0,1,1,54,18.838864464978347,12.798923186159309,60.39393939388,55.0,13.148664990976593,12.911752108279773,50.4949494949,50.0,1298386,5.690199474001753,-0.11282892212046391
164,25,3,0,1,1,54,24.40870798903239,17.87409325184974,58.41414141408399,61.00000000000001,12.91175210825588,13.148664990999603,49.505050505001996,50.0,1298386,11.49695588077651,4.725428260850137
165,34,1,0,1,0,55,53.518933286261195,37.75366611660828,58.40404040408,78.0,23.967384771309163,23.535540000613,49.505050505001996,63.0,466539,29.55154851495203,14.218126115995279
166,34,2,0,1,0,55,29.59969027461295,20.88040166655613,58.40404040408,65.0,25.792785095240472,26.266047207031985,48.5050505051,65.0,466539,3.806905179372478,-5.385645540475856
167,34,3,0,1,0,55,32.07796618432915,30.3747113426303,50.484848484896006,69.0,14.844460124520376,15.116835539621702,48.5050505051,53.0,466539,17.233506059808775,15.257875803008597
168,37,1,0,1,0,56,46.36129898446904,24.96377637621964,65.333333333366,74.0,25.779286399090044,35.203971749218944,58.41414141408399,69.0,844881,20.582012585378994,-10.240195372999302
169,37,2,0,1,0,56,55.68083086814001,28.80042975934547,66.32323232326401,78.0,19.868090543612038,15.668331566888712,55.434343434386,57.0,844881,35.81274032452798,13.132098192456757
170,37,3,0,1,0,56,16.309818862593936,13.344397251191655,54.444444444488,53.0,31.791585270742104,33.574290986796164,47.51515151520201,70.0,844881,-15.481766408148168,-20.22989373560451
171,35,1,0,4,1,57,65.09738262746502,15.814618378499594,83.16161616153398,85.0,13.148664990976593,12.911752108279773,50.4949494949,50.0,782276,51.94871763648843,2.902866270219821
172,35,2,0,4,1,57,14.054433009944622,0.7397070005374166,98.99999999990199,75.0,13.775502452977008,13.527295201596615,50.4949494949,51.0,782276,0.27893055696761415,-12.787588201059199
173,35,3,0,4,1,57,45.32026446360108,17.387019699930473,74.252525252452,74.0,12.323228915214038,12.549343207258678,49.505050505001996,49.0,782276,32.99703554838704,4.837676492671795
174,55,1,1,3,0,58,44.35431130563856,22.941885158059204,66.32323232326401,73.0,20.50782460609766,20.8841149658046,50.4949494949,60.0,963073,23.8464866995409,2.057770192254605
175,55,2,1,3,0,58,83.50661568626876,38.15865220096349,69.29292929295801,87.0,43.299159753707876,16.61162732687538,73.25252525255,73.0,963073,40.20745593256088,21.54702487408811
176,55,3,1,3,0,58,71.40667547207211,27.395013860323637,73.25252525255,84.0,3.7384637187833203,9.744520184992668,24.747474747547997,41.0,963073,67.66821175328879,17.65049367533097
177,67,1,1,6,0,59,25.436957160415954,14.82297503590557,63.35353535357,61.00000000000001,13.004085452715595,14.242569781518663,52.474747474695995,51.0,1313036,12.43287170770036,0.5804052543869069
178,67,2,1,6,0,59,7.1579343442051515,3.702379833204767,66.32323232326401,34.0,14.014097441528985,13.269986072929045,50.484848484896006,51.0,1313036,-6.856163097323834,-9.567606239724277
179,67,3,1,6,0,59,4.265331414819047,2.7901040081858715,60.383838383876004,24.0,4.803578556891762,6.091135695839862,42.565656565712004,32.0,1313036,-0.5382471420727146,-3.3010316876539902
180,39,1,0,5,0,60,42.38519505093039,21.04843019533324,67.313131313162,72.0,12.911752108279773,13.148664990976593,50.4949494949,50.0,1016166,29.47344294265062,7.899765204356646
181,39,2,0,5,0,60,42.38519505093039,21.04843019533324,67.313131313162,72.0,12.911752108279773,13.148664990976593,48.5050505051,50.0,1016166,29.47344294265062,7.899765204356646
182,39,3,0,5,0,60,42.38519505093039,21.04843019533324,67.313131313162,72.0,12.911752108279773,13.148664990976593,48.5050505051,50.0,1016166,29.47344294265062,7.899765204356646
183,56,1,1,3,1,61,55.223888539633876,15.82438911376273,80.19191919184,80.0,33.00221080636723,32.407576377482606,50.4949494949,70.0,1035466,22.221677733266645,-16.583187263719875
184,56,2,1,3,1,61,69.31520840002923,19.862252699507017,80.19191919184,85.0,33.00221080636723,32.407576377482606,50.4949494949,70.0,1035466,36.312997593662004,-12.545323677975588
185,56,3,1,3,1,61,43.96547303951278,12.598293444123836,80.19191919184,75.0,25.79278509519276,26.266047207077964,49.505050505001996,65.0,1035466,18.17268794432002,-13.667753762954128
186,43,1,1,3,1,62,15.37224660694857,11.256842003537841,58.41414141408399,51.0,2.2907788912193525,2.3328115314293694,49.505050505001996,15.0,806520,13.081467715729218,8.924030472108472
187,43,2,1,3,1,62,12.726595931910133,6.852782424892759,66.333333333268,46.0,1.7306374048509712,1.7623922196220196,49.505050505001996,10.0,806520,10.995958527059162,5.090390205270739
188,43,3,1,3,1,62,36.61166374896621,10.4910615421455,80.19191919184,71.0,2.46307844988902,2.418698658003526,50.4949494949,16.0,806520,34.14858529907719,8.072362884141974
189,27,1,0,7,1,63,36.56548393529287,6.917794258069284,87.12121212112599,75.0,13.173098414512017,11.596830228182592,53.46464646459399,49.0,2249714,23.39238552078085,-4.679035970113308
190,27,2,0,7,1,63,64.37019882199579,19.42532627180487,79.202020201942,83.0,16.69777301333425,12.690307490160832,57.424242424186,53.0,2249714,47.67242580866154,6.7350187816440386
191,27,3,0,7,1,63,31.853412914435687,13.357882835127937,72.272727272656,66.0,10.310463589489567,4.137319784330907,73.262626262554,42.0,2249714,21.54294932494612,9.220563050797029
192,28,1,1,4,1,64,10.398556205019164,1.7055832928981407,89.101010100922,50.0,13.148664990976593,12.911752108279773,50.4949494949,50.0,898303,-2.75010878595743,-11.206168815381632
193,28,2,1,4,1,64,14.472742696255143,4.824247565436392,77.22222222214599,50.0,13.148664990976593,12.911752108279773,50.4949494949,50.0,898303,1.3240777052785493,-8.08750454284338
194,28,3,1,4,1,64,12.541620567984046,2.872661694357179,84.151515151432,50.0,13.148664990976593,12.911752108279773,50.4949494949,50.0,898303,-0.6070444229925478,-10.039090413922594
195,32,1,1,2,1,65,26.855071745665796,9.391037358947608,76.23232323224799,63.0,65.19397482028486,64.01930860742317,50.4949494949,85.0,1978053,-38.33890307461907,-54.62827124847556
196,32,2,1,2,1,65,55.223888539633876,15.82438911376273,80.19191919184,80.0,43.35879140432975,42.57755191964448,50.4949494949,76.0,1978053,11.865097135304126,-26.753162805881747
197,32,3,1,2,1,65,71.40667547212747,27.395013860467905,74.252525252452,84.0,41.43336489809211,40.68681778288516,50.4949494949,75.0,1978053,29.973310574035366,-13.291803922417252
198,54,1,0,4,1,66,9.07849566663117,5.290346395676001,64.353535353472,39.0,2.3724273494531576,2.505460658772664,48.515151515103994,16.0,1841055,6.706068317178012,2.7848857369033366
199,54,2,0,4,1,66,7.126344220674978,4.15276174011595,64.353535353472,34.0,4.069759880137502,4.144434373358419,49.505050505001996,26.0,1841055,3.0565843405374764,0.008327366757530541
200,54,3,0,4,1,66,12.751015391089341,10.82229037397117,54.454545454492,48.0,1.6913855460327931,1.6015774639455291,51.48484848479799,9.0,1841055,11.059629845056548,9.22071291002564
201,53,1,1,7,1,67,2.8339620349225956,2.5875305536298816,52.474747474695995,18.0,2.8339620349225956,2.5875305536298816,52.474747474695995,18.0,1098174,0.0,0.0
202,53,2,1,7,1,67,3.596428721820543,3.052431100038595,54.454545454492,22.0,3.596428721820543,3.052431100038595,54.454545454492,22.0,1098174,0.0,0.0
203,53,3,1,7,1,67,46.42922342256668,23.056689182699447,68.31313131306399,74.0,2.8339620349225956,2.5875305536298816,52.474747474695995,18.0,1098174,43.595261387644086,20.469158629069565
204,53,1,0,1,1,68,51.95756494824092,19.933405420461224,74.252525252452,77.0,13.148664990976593,12.911752108279773,50.4949494949,50.0,1113889,38.80889995726433,7.021653312181451
205,53,2,0,1,1,68,21.221187369164852,11.88988512176119,65.34343434337,57.0,13.148664990976593,12.911752108279773,50.4949494949,50.0,1113889,8.072522378188259,-1.0218669865185834
206,53,3,0,1,1,68,33.347192197487395,20.20304344816206,63.36363636357399,67.0,13.148664990976593,12.911752108279773,50.4949494949,50.0,1113889,20.198527206510803,7.291291339882287
207,28,1,1,2,1,69,46.36129898446064,24.963776376313866,66.333333333268,74.0,13.148664990976593,12.911752108279773,50.4949494949,50.0,1056160,33.21263399348405,12.052024268034094
208,28,2,1,2,1,69,45.9201710728206,19.256845933824028,72.272727272656,74.0,49.68188501776257,48.78671591843213,50.4949494949,79.0,1056160,-3.7617139449419668,-29.5298699846081
209,28,3,1,2,1,69,23.904910120511154,15.637046469844316,61.383838383778,60.0,60.891989545977246,32.78799437099729,66.333333333268,80.0,1056160,-36.98707942546609,-17.150947901152975
210,68,1,1,2,1,70,66.58054626266066,30.424223126736198,70.29292929286,82.0,13.148664990976593,12.911752108279773,50.4949494949,50.0,1703977,53.43188127168407,17.512471018456424
211,68,2,1,2,1,70,72.89896567331074,33.311447890551726,70.29292929286,84.0,13.148664990976593,12.911752108279773,50.4949494949,50.0,1703977,59.75030068233415,20.399695782271955
212,68,3,1,2,1,70,59.100009146120726,40.15191461081416,60.39393939388,80.0,13.148664990976593,12.911752108279773,50.4949494949,50.0,1703977,45.951344155144135,27.24016250253439
213,36,1,0,3,0,71,26.5179147459388,16.06559798474346,62.363636363672,62.0,7.4814800634757805,5.6859248482327445,42.575757575716,36.0,709236,19.036434682463018,10.379673136510714
214,36,2,0,3,0,71,9.969544602298077,7.576853897734747,56.424242424284,42.0,1.9455343600202366,2.377875328908819,43.555555555610006,14.0,709236,8.024010242277841,5.198978568825928
215,36,3,0,3,0,71,17.62798616294709,9.876673098375528,64.343434343468,53.0,4.632077026984616,8.26737798485005,33.656565656629994,37.0,709236,12.995909135962473,1.6092951135254783
216,23,1,0,4,1,72,22.057144580668666,13.36308759270046,63.36363636357399,58.0,3.940362598866859,3.8693650745699872,50.4949494949,25.0,928736,18.116781981801807,9.493722518130472
217,23,2,0,4,1,72,58.22672049016445,27.745618488681465,69.303030302962,79.0,3.940362598866859,3.8693650745699872,50.4949494949,25.0,928736,54.28635789129759,23.876253414111478
218,23,3,0,4,1,72,56.41836353389899,20.675052475227357,75.24242424235,79.0,3.940362598866859,3.8693650745699872,50.4949494949,25.0,928736,52.47800093503213,16.80568740065737
219,34,1,1,6,1,73,63.759606342488816,30.382094297514737,69.303030302962,81.0,29.417946054203252,50.48264816715858,35.64646464643,76.0,638844,34.34166028828557,-20.100553869643843
220,34,2,1,6,1,73,57.59202833839707,34.891520818238035,63.36363636357399,79.0,57.10666725074698,50.27339082767796,53.46464646459399,81.0,638844,0.4853610876500909,-15.381870009439922
221,34,3,1,6,1,73,53.751507858463164,49.07746369695067,52.474747474695995,80.0,21.150557398214108,46.2860024222354,29.707070707041996,74.0,638844,32.60095046024905,2.7914612747152745
222,26,1,1,2,1,74,34.97043773912107,10.020768708913044,80.19191919184,70.0,12.91175210825588,13.148664990999603,49.505050505001996,50.0,1570695,22.058685630865185,-3.1278962820865583
223,26,2,1,2,1,74,14.931809085563383,10.144511516169086,60.39393939388,50.0,13.148664990976593,12.911752108279773,50.4949494949,50.0,1570695,1.78314409458679,-2.767240592110687
224,26,3,1,2,1,74,38.56573814250856,17.622754515503026,70.29292929286,70.0,3.869365074562816,3.940362598873743,49.505050505001996,25.0,1570695,34.69637306794574,13.682391916629282
225,35,1,0,3,1,75,9.316199285642213,6.329326232244537,60.39393939388,40.0,9.316199285642213,6.329326232244537,60.39393939388,40.0,1081596,0.0,0.0
226,35,2,0,3,1,75,49.11519727019358,10.582832561037005,85.14141414132999,80.0,24.37270506941873,13.655629081482434,65.34343434337,60.0,1081596,24.742492200774855,-3.0727965204454293
227,35,3,0,3,1,75,7.246074927550908,8.856313800354311,44.555555555512,40.0,6.995018565478229,15.307939179543569,29.707070707041996,50.0,1081596,0.25105636207267956,-6.451625379189258
228,28,1,0,2,0,76,42.22529306690447,23.658142923978534,64.343434343468,72.0,0.9907862509400793,1.0089658151756773,50.4949494949,1.0,690765,41.234506815964394,22.649177108802856
229,28,2,0,2,0,76,50.41533732849168,14.446500170138172,79.191919191938,78.0,0.9907862509400793,1.0089658151756773,48.5050505051,1.0,690765,49.4245510775516,13.437534354962494
230,28,3,0,2,0,76,2.637510042396041,1.2052198206960525,69.29292929295801,15.0,0.9907862509400793,1.0089658151756773,48.5050505051,1.0,690765,1.6467237914559618,0.1962540055203752
231,67,1,1,1,0,77,21.80040068498089,14.260412478124788,60.383838383876004,58.0,10.216381159018132,10.40383769402707,50.4949494949,45.0,1348627,11.584019525962757,3.8565747840977185
232,67,2,1,1,0,77,3.49668399239712,2.118428988091654,62.363636363672,20.0,12.911752108279773,13.148664990976593,48.5050505051,50.0,1348627,-9.415068115882653,-11.030236002884939
233,67,3,1,1,0,77,2.6313608700326645,1.7877184536836828,59.39393939397801,15.0,12.911752108279773,13.148664990976593,48.5050505051,50.0,1348627,-10.280391238247109,-11.36094653729291
234,26,1,0,1,0,78,15.278429780356689,8.903257641778412,63.35353535357,50.0,2.1684742948175897,2.2082628139845393,50.4949494949,14.0,1155921,13.1099554855391,6.694994827793872
235,26,2,0,1,0,78,33.16652760792381,20.88262849384833,61.373737373774,67.0,5.480818914852759,5.581384399518807,48.5050505051,32.0,1155921,27.685708693071053,15.301244094329522
236,26,3,0,1,0,78,36.824490368936786,20.632161270511343,64.343434343468,69.0,5.218484214553437,5.314236218480534,48.5050505051,31.000000000000004,1155921,31.606006154383348,15.317925052030809
